,Unnamed: 0,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,pow_max,mean_year_price_off_peak_var,mean_year_price_peak_var,mean_year_price_mid_peak_var,mean_year_price_off_peak_fix,mean_year_price_peak_fix,mean_year_price_mid_peak_fix,mean_year_price_off_peak,mean_year_price_peak,mean_year_price_mid_peak,mean_6m_price_off_peak_var,mean_6m_price_peak_var,mean_6m_price_mid_peak_var,mean_6m_price_off_peak_fix,mean_6m_price_peak_fix,mean_6m_price_mid_peak_fix,mean_6m_price_off_peak,mean_6m_price_peak,mean_6m_price_mid_peak,mean_3m_price_off_peak_var,mean_3m_price_peak_var,mean_3m_price_mid_peak_var,mean_3m_price_off_peak_fix,mean_3m_price_peak_fix,mean_3m_price_mid_peak_fix,mean_3m_price_off_peak,mean_3m_price_peak,mean_3m_price_mid_peak,offpeak_diff_dec_january_energy_x,offpeak_diff_dec_january_power_x,offpeak_diff_dec_january_energy_y,offpeak_diff_dec_january_power_y,opvpv_x,pvmpv_x,opvmpv_x,opfpf_x,opfpf_x,opfmpf_x,opvpv_y,pvmpv_y,opvmpv_y,opfpf_y,pfmpf,opfmpf_y,opvpv_max_monthly_diff,pvmpv_max_monthly_diff,opvmpv_max_monthly_diff,opfpf_max_monthly_diff,pfmpf_max_monthly_diff,opfmpf_max_monthly_diff,tenure,months_activ,months_to_end,months_modif_prod,months_renewal,channel_MISSING,channel_ewpakwlliwisiwduibdlfmalxowmwpci,channel_foosdfpfkusacimwkcsosbicdxkicaua,channel_lmkebamcaaclubfxadlmueccxoimlema,channel_usilxuppasemubllopkaafesmlibmsdf,origin_up_MISSING,origin_up_ewxeelcelemmiwuafmddpobolfuxioce,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw,origin_up_usapbepcfoloekilkwsdiboslwaxobdp,churn,churn_probability
10,8484,0.7594059055839996,0.0,0.6681203662061613,0.6513715587191653,0.0,0.4941382322203277,0.1165089999999999,0.101397,40.606701,0,2.3529539117100877,0.64,0.64,1,394.01,15.01,0.1264095833333332,0.1058469166666666,0.0754915,40.728885,24.43733004,16.29155496,40.85529458333333,24.543176956666663,16.367046459999997,0.1230091666666666,0.1041098333333333,0.075469,40.728885,24.43733004,16.29155496,40.85189416666667,24.541439873333328,16.367023959999997,0.121649,0.103415,0.07546,40.728885,24.43733004,16.29155496,40.850534,24.54074504,16.36701496,-0.008160999999999904,0.0,-0.008160999999999904,0.0,0.02056266666666666,0.030355416666666607,0.05091808333333327,16.291554960000003,16.291554960000003,24.43733004,0.02056266666666666,0.030355416666666607,0.05091808333333327,16.291554960000003,8.145775079999996,24.43733004,0.022225999999999996,0.032069999999999904,0.0542959999999999,16.29155496,8.14577508,24.43733004,5,48,11,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0.087
11,14140,0.7763729685524695,0.0,0.0,0.5293167485738317,0.0,0.35611115956041584,0.14346,0.0,46.30537836,0,0.0,27.28,27.28,1,18.33,13.856,0.1495765833333333,0.0,0.0,44.26693036,0.0,0.0,44.41650694333334,0.0,0.0,0.1467081666666666,0.0,0.0,44.26692996,0.0,0.0,44.41363812666667,0.0,0.0,0.143946,0.0,0.0,44.26692996,0.0,0.0,44.41087596,0.0,0.0,-0.008499000000000007,-1.1999999998124622e-06,-0.008499000000000007,-1.1999999998124622e-06,0.14957658333333332,0.0,0.14957658333333332,44.26693036,44.26693036,44.26693036,0.14957658333333332,0.0,0.14957658333333332,44.26693036,0.0,44.26693036,0.152445,0.0,0.152445,44.26693116,0.0,44.26693116,6,60,11,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.03
12,5998,0.7174479732632436,0.0,0.6454016925497725,0.6219677892361746,0.0,0.35907757911044286,0.1457109999999999,0.0,44.31137796,0,2.4887762654444403,13.32,13.32,1,142.04,12.5,0.1497395,0.0,0.0,44.32619036,0.0,0.0,44.47592986,0.0,0.0,0.148112,0.0,0.0,44.38544996,0.0,0.0,44.53356195999999,0.0,0.0,0.1476,0.0,0.0,44.44470996,0.0,0.0,44.59230996,0.0,0.0,-0.0037669999999999926,0.17777879999999868,-0.0037669999999999926,0.17777879999999868,0.1497395,0.0,0.1497395,44.32619036,44.32619036,44.32619036,0.1497395,0.0,0.1497395,44.32619036,0.0,44.32619036,0.151367,0.0,0.151367,44.44470996,0.0,44.44470996,6,64,7,64,4,0,0,1,0,0,0,0,0,0,1,0,0,0.111
13,3886,0.7573917899183908,0.0,0.6557842909174648,0.6742578058945266,0.0,0.5000557830739919,0.114658,0.099545,40.606701,0,2.518500779239637,1.26,1.26,1,601.76,19.8,0.1237299166666666,0.1033961666666666,0.0731904166666666,40.5795475,24.34772514,16.23181636,40.703277416666666,24.451121306666664,16.305006776666666,0.1199905,0.1014609999999999,0.0729905,40.593125,24.35587004,16.237244959999998,40.7131155,24.45733104,16.310235459999998,0.118241,0.1009404999999999,0.0732385,40.647429,24.38845404,16.258968959999997,40.76567,24.48939454,16.332207459999996,-0.009909000000000015,0.16291560000000516,-0.009909000000000015,0.16291560000000516,0.02033375000000004,0.030205749999999962,0.0505395,16.23182236,16.23182236,24.347731139999997,0.02033375000000004,0.030205749999999962,0.0505395,16.23182236,8.115908779999998,24.347731139999997,0.02213800000000002,0.031941,0.054079000000000016,16.29155496,8.14577508,24.43733004,3,37,10,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0.113
14,6742,0.8815457955831009,0.0,0.8226058009949622,0.6704585147238609,0.0,0.38445619869461156,0.1640569999999999,0.0868029999999999,44.31137796,0,0.0,20.2,20.2,1,460.58,13.856,0.1682281666666666,0.08654675,0.0,44.35582026,0.0,0.0,44.52404842666667,0.08654675,0.0,0.1668273333333332,0.0874355,0.0,44.44470995999999,0.0,0.0,44.61153729333332,0.0874355,0.0,0.1660559999999999,0.08731,0.0,44.44470996,0.0,0.0,44.61076596,0.08731,0.0,-0.003573000000000104,0.17777879999999868,-0.003573000000000104,0.17777879999999868,0.08168141666666662,0.08654675,0.16822816666666662,44.35582026,44.35582026,44.35582026,0.08168141666666662,0.08654675,0.16822816666666662,44.35582026,0.0,44.35582026,0.083971,0.088063,0.170684,44.44470996,0.0,44.44470996,3,30,5,2,6,0,0,1,0,0,0,0,0,0,1,0,0,0.12
15,3508,0.6642115996073137,0.6972969909749765,0.0,0.5788569992972665,0.0,0.3462204178018508,0.1458839999999999,0.0,44.31137796,1,0.0,23.76,23.76,3,59.31,10.392,0.1496018333333333,0.0,0.0,44.26693036,0.0,0.0,44.41653219333334,0.0,0.0,0.1479166666666666,0.0,0.0,44.26692996,0.0,0.0,44.414846626666666,0.0,0.0,0.147173,0.0,0.0,44.26692996,0.0,0.0,44.41410296,0.0,0.0,-0.0034180000000000044,-1.1999999998124622e-06,-0.0034180000000000044,-1.1999999998124622e-06,0.14960183333333332,0.0,0.14960183333333332,44.26693036,44.26693036,44.26693036,0.14960183333333332,0.0,0.14960183333333332,44.26693036,0.0,44.26693036,0.151635,0.0,0.151635,44.26693116,0.0,44.26693116,5,66,2,21,9,1,0,0,0,0,0,0,1,0,0,0,0,0.028
16,7172,0.7225257485754477,0.6578810944763718,0.0,0.6141081515961885,0.0,0.4476198216112122,0.142321,0.0,44.31137796,1,0.0,7.02,7.02,2,119.81,13.2,0.147045,0.0,0.0,44.28174536,0.0,0.0,44.42879036,0.0,0.0,0.144535,0.0,0.0,44.29655996,0.0,0.0,44.44109496,0.0,0.0,0.143492,0.0,0.0,44.35581996,0.0,0.0,44.49931196,0.0,0.0,-0.005360000000000004,0.17777879999999868,-0.005360000000000004,0.17777879999999868,0.147045,0.0,0.147045,44.28174536,44.28174536,44.28174536,0.147045,0.0,0.147045,44.28174536,0.0,44.28174536,0.149555,0.0,0.149555,44.44470996,0.0,44.44470996,7,73,10,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0.024
17,12904,0.6646939039877363,0.0,0.0,0.5454540753264504,24.0,0.4880459037976885,0.173325,0.146676,41.1052014,0,0.0,69.24,69.24,1,116.89,17.320999999999998,0.1779671666666666,0.14851625,0.1027592499999999,41.0639696,24.83758424,16.72439041,41.24193676666667,24.98610049,16.82714966,0.1771311666666666,0.1485678333333333,0.1031059999999999,41.0639694,24.83758644,16.72439136,41.24110056666667,24.986154273333334,16.82749736,0.175771,0.147873,0.103097,41.0639694,24.83758644,16.72439136,41.2397404,24.98545944,16.827488359999997,0.02261200000000002,-4.800000041882413e-07,0.02261200000000002,-4.800000041882413e-07,0.029450916666666577,0.04575700000000006,0.07520791666666664,16.226385360000002,16.226385360000002,24.33957919,0.029450916666666577,0.04575700000000006,0.07520791666666664,16.226385360000002,8.113193829999997,24.33957919,0.03188999999999989,0.048891000000000115,0.080781,16.226388720000003,8.11319508,24.3395808,4,46,1,22,10,0,0,1,0,0,0,0,0,0,1,0,0,0.01
18,7853,0.7119975819512584,0.730560357177471,0.0,0.6352112324218624,0.0,0.3637023810924931,0.143478,0.0,44.31137796,1,0.0,31.2,31.2,2,183.48,13.85,0.1457705,0.0,0.0,44.26693036,0.0,0.0,44.41270086,0.0,0.0,0.1437199999999999,0.0,0.0,44.26692996,0.0,0.0,44.41064996,0.0,0.0,0.1422109999999999,0.0,0.0,44.26692996,0.0,0.0,44.40914096,0.0,0.0,-0.005610000000000115,-1.1999999998124622e-06,-0.005610000000000115,-1.1999999998124622e-06,0.1457705,0.0,0.1457705,44.26693036,44.26693036,44.26693036,0.1457705,0.0,0.1457705,44.26693036,0.0,44.26693036,0.147821,0.0,0.147821,44.26693116,0.0,44.26693116,6,71,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.127
19,9566,0.7102869348336166,0.0,0.6436078937905065,0.6333495155224543,0.0,0.3662119428104224,0.142819,0.0,44.31137796,0,2.5619238548839447,21.81,21.81,1,161.74,13.15,0.1470168333333333,0.0,0.0,44.37063546,0.0,0.0,44.51765229333333,0.0,0.0,0.1454426666666666,0.0,0.0,44.44470995999999,0.0,0.0,44.59015262666666,0.0,0.0,0.144699,0.0,0.0,44.44470996,0.0,0.0,44.58940896,0.0,0.0,-0.0037780000000000036,0.17777879999999868,-0.0037780000000000036,0.17777879999999868,0.14701683333333335,0.0,0.14701683333333335,44.370635459999995,44.370635459999995,44.370635459999995,0.14701683333333335,0.0,0.14701683333333335,44.370635459999995,0.0,44.370635459999995,0.149161,0.0,0.149161,44.44470996,0.0,44.44470996,6,67,4,67,7,0,0,1,0,0,0,0,0,0,1,0,0,0.054
20,7517,0.7096573814691528,0.0,0.0,0.6324350850854991,0.0,0.3664041835403781,0.142065,0.0,44.31137796,0,0.0,30.0,30.0,1,169.97,13.3,0.1459995,0.0,0.0,44.26693036,0.0,0.0,44.412929860000006,0.0,0.0,0.1441026666666666,0.0,0.0,44.26692996,0.0,0.0,44.41103262666667,0.0,0.0,0.143359,0.0,0.0,44.26692996,0.0,0.0,44.41028896,0.0,0.0,-0.0046880000000000255,-1.1999999998124622e-06,-0.0046880000000000255,-1.1999999998124622e-06,0.1459995,0.0,0.1459995,44.26693036,44.26693036,44.26693036,0.1459995,0.0,0.1459995,44.26693036,0.0,44.26693036,0.148047,0.0,0.148047,44.26693116,0.0,44.26693116,2,34,1,34,10,0,0,1,0,0,0,0,0,0,1,0,0,0.109
21,11020,0.7240133104259799,0.0,0.6243149524081719,0.6446144698888907,30.0,0.5001541010597996,0.160208,0.134604,41.1052014,0,2.3356584522893016,82.79,82.79,2,149.11,25.0,0.1566017499999999,0.1295098333333333,0.0905491666666666,41.0631564,24.787893,16.6502637,41.21975815,24.91740283333333,16.740812866666666,0.1646961666666666,0.1370568333333332,0.0974999999999999,41.2288854,24.93733044,16.79155536,41.39358156666667,25.074387273333333,16.88905536,0.1633359999999999,0.1363619999999999,0.097491,41.2288854,24.93733044,16.79155536,41.3922214,25.07369244,16.889046360000002,0.03723799999999991,0.6629160000000098,0.03723799999999991,0.6629160000000098,0.02709191666666666,0.03896066666666663,0.06605258333333329,16.275263400000004,16.275263400000004,24.412892700000004,0.02709191666666666,0.03896066666666663,0.06605258333333329,16.275263400000004,8.1376293,24.412892700000004,0.03096600000000002,0.04298599999999998,0.073952,16.291554960000003,8.14577508,24.437330040000003,4,51,2,9,21,0,1,0,0,0,0,0,0,0,1,0,0,0.04
22,4043,0.8293431805634809,0.0,0.7353394312644901,0.684954809629318,0.0,0.4991875492154313,0.11285,0.095965,40.606701,0,2.6159079871997934,28.82,28.82,1,574.41,32.28,0.1202202499999999,0.0995992499999999,0.0692786666666666,40.7017324,24.42103848,16.28069392,40.82195265,24.52063773,16.349972586666667,0.1172041666666666,0.0983058333333333,0.0696649999999999,40.728885,24.43733004,16.29155496,40.846089166666665,24.53563587333333,16.36121996,0.115844,0.097611,0.069656,40.728885,24.43733004,16.29155496,40.844729,24.53494104,16.361210959999998,-0.005854999999999999,0.16291560000000516,-0.005854999999999999,0.16291560000000516,0.020620999999999973,0.030320583333333317,0.05094158333333329,16.28069392,16.28069392,24.421038479999996,0.020620999999999973,0.030320583333333317,0.05094158333333329,16.28069392,8.140344559999996,24.421038479999996,0.022581000000000004,0.03207,0.054442000000000004,16.29155496,8.14577508,24.43733004,3,44,2,21,9,0,0,1,0,0,0,0,1,0,0,0,0,0.118
23,12285,0.6428007155721529,0.0,0.0,0.5529806960947838,0.0,0.35929077849736074,0.146688,0.0,44.31137796,0,0.0,37.56,37.56,1,38.35,15.0,0.1507005,0.0,0.0,44.26693036,0.0,0.0,44.41763086,0.0,0.0,0.1487266666666666,0.0,0.0,44.26692996,0.0,0.0,44.41565662666667,0.0,0.0,0.147983,0.0,0.0,44.26692996,0.0,0.0,44.41491296,0.0,0.0,-0.005149999999999988,-1.1999999998124622e-06,-0.005149999999999988,-1.1999999998124622e-06,0.1507005,0.0,0.1507005,44.26693036,44.26693036,44.26693036,0.1507005,0.0,0.1507005,44.26693036,0.0,44.26693036,0.153133,0.0,0.153133,44.26693116,0.0,44.26693116,6,71,1,71,10,1,0,0,0,0,0,0,0,0,1,0,0,0.059
24,542,0.8111735124819153,0.0,0.7380945287009704,0.5952965962163214,0.0,0.3062265980741658,0.142065,0.0,44.31137796,0,2.1934029030624176,33.06,33.06,1,83.64,14.49,0.1464563333333333,0.0,0.0,44.40026526,0.0,0.0,44.54672159333333,0.0,0.0,0.1446866666666666,0.0,0.0,44.44470995999999,0.0,0.0,44.589396626666655,0.0,0.0,0.143943,0.0,0.0,44.44470996,0.0,0.0,44.58865296,0.0,0.0,-0.004104000000000024,0.17777879999999868,-0.004104000000000024,0.17777879999999868,0.14645633333333333,0.0,0.14645633333333333,44.40026526,44.40026526,44.40026526,0.14645633333333333,0.0,0.14645633333333333,44.40026526,0.0,44.40026526,0.148405,0.0,0.148405,44.44470996,0.0,44.44470996,3,37,2,37,9,0,1,0,0,0,0,0,0,1,0,0,0,0.277
25,11109,0.7657601487464228,0.0,0.6763287503224754,0.6845707839489892,0.0,0.5003664928778746,0.113323,0.096984,40.606701,0,2.74029951479315,13.48,13.48,1,626.87,23.1,0.1212490833333333,0.1007834166666666,0.0715245,40.6474272,24.38845536,16.258971839999997,40.76867628333333,24.489238776666664,16.330496339999996,0.1176781666666666,0.0993278333333333,0.072668,40.728885,24.43733004,16.29155496,40.84656316666666,24.53665787333333,16.36422296,0.116318,0.098633,0.072659,40.728885,24.43733004,16.29155496,40.845203,24.53596304,16.36421396,-0.008501999999999996,0.16291560000000516,-0.008501999999999996,0.16291560000000516,0.02046566666666666,0.029258916666666662,0.04972458333333332,16.258971839999997,16.258971839999997,24.38845536,0.02046566666666666,0.029258916666666662,0.04972458333333332,16.258971839999997,8.12948352,24.38845536,0.022581000000000004,0.031858,0.054439,16.29155496,8.14577508,24.43733004,6,66,5,66,6,0,0,1,0,0,0,0,0,0,1,0,0,0.033
